X,Y,id,Name,Type,icon_url
-113.677251267409,43.889767447984,"1",,Shaft,./0.png
-113.677059510438,43.8895924470366,"2",,Shaft,./0.png
-113.676949822225,43.8894655804604,"3",,Shaft,./0.png
-113.67694211133,43.8894096643941,"4",,Shaft,./0.png
-113.676906133633,43.8891794427965,"5",,Shaft,./0.png
-113.676566168983,43.8891422153899,"6",,Shaft,./0.png
-113.676380468506,43.8891622528378,"7",,Shaft,./0.png
-113.67616247475,43.8891313515233,"8",,Shaft,./0.png
-113.676173646869,43.8890730587181,"9",,Shaft,./0.png
-113.676140117328,43.8890595042222,"10",,Shaft,./0.png
-113.677269945577,43.8892043986662,"11",,Shaft,./0.png
-113.676269700999,43.88890097457,"12",,Shaft,./0.png
-113.67655324266,43.8889515026879,"13",,Shaft,./0.png
-113.676486660981,43.8886451108106,"14",,Shaft,./0.png
-113.67632476152,43.8885661387228,"15",,Shaft,./0.png
-113.676138410139,43.8884203604701,"16",,Shaft,./0.png
-113.675934323534,43.8885424129106,"17",,Shaft,./0.png
-113.675872778345,43.8884996166626,"18",,Shaft,./0.png
-113.675817866477,43.8885205848469,"19",,Shaft,./0.png
-113.675889967746,43.8886187445268,"20",,Shaft,./0.png
-113.675763990565,43.8884935130343,"21",,Shaft,./0.png
-113.675832361516,43.888612225281,"22",,Shaft,./0.png
-113.675725170467,43.8883593687873,"23",,Shaft,./0.png
-113.675445679883,43.8881346244567,"24",,Shaft,./0.png
-113.674690460938,43.8872684526289,"25",,Shaft,./0.png
-113.675605372326,43.8879530007891,"26",EMPIRE SHAFT,Shaft,./0.png
-113.675672756235,43.8880152552442,"27","901",TRANSIT,./1.png
-113.675676305937,43.8880279770609,"28","1001",TRANSIT,./1.png
-113.675659100488,43.8880548472226,"29","1002",TRANSIT,./1.png
-113.675650839398,43.8880529544047,"30","902",TRANSIT,./1.png
-113.67567896825,43.8878231012141,"31",,TRANSIT,./1.png
-113.675804455321,43.8878477590975,"32",,TRANSIT,./1.png
-113.675403500194,43.888190959767,"33","905",TRANSIT,./1.png
-113.675397976777,43.8882085161957,"34","1003",TRANSIT,./1.png
-113.675369248309,43.8882153512839,"35","903",TRANSIT,./1.png
-113.675389901732,43.8882675654797,"36","904",TRANSIT,./1.png
-113.675292120569,43.8881386747898,"37","908",TRANSIT,./1.png
-113.675421291765,43.8881513795656,"38",,TRANSIT,./1.png
-113.675508324248,43.888165273127,"39",,TRANSIT,./1.png
-113.675514483546,43.8880781777839,"40",,TRANSIT,./1.png
-113.675302410545,43.8879573747398,"41",,TRANSIT,./1.png
-113.675209381134,43.8878103645424,"42",,TRANSIT,./1.png
-113.675060591232,43.8875790739096,"43",,TRANSIT,./1.png
-113.675015224441,43.8875084695118,"44",,TRANSIT,./1.png
-113.67496432143,43.887362700505,"45",,TRANSIT,./1.png
-113.675095178864,43.8873501738936,"46",,TRANSIT,./1.png
-113.674859934449,43.8872607096288,"47",,TRANSIT,./1.png
-113.674804962972,43.8871977422544,"48",,TRANSIT,./1.png
-113.674727283846,43.887175275653,"49",,TRANSIT,./1.png
-113.674619683282,43.8873314360038,"50",,TRANSIT,./1.png
-113.6747950897,43.8875872917599,"51",,TRANSIT,./1.png
-113.674893905096,43.8877632940581,"52",,TRANSIT,./1.png
-113.674917815458,43.8878343982864,"53",,TRANSIT,./1.png
-113.674490912428,43.8878152372518,"54",,TRANSIT,./1.png
-113.674564335625,43.8880023837512,"55",,TRANSIT,./1.png
-113.675221186729,43.8881827540392,"56",,TRANSIT,./1.png
-113.674769445587,43.8884050933144,"57",,TRANSIT,./1.png
-113.674666468841,43.8884474219619,"58",,TRANSIT,./1.png
-113.67467867421,43.888413247161,"59",,TRANSIT,./1.png
-113.674658598295,43.8883262641263,"60",,TRANSIT,./1.png
-113.675709014444,43.88838336777,"61",,TRANSIT,./1.png
-113.675723213928,43.8884103270434,"62",,TRANSIT,./1.png
-113.675791166117,43.8884632361666,"63",,TRANSIT,./1.png
-113.675562028293,43.8885335286883,"64",,TRANSIT,./1.png
-113.675839331176,43.8885186127841,"65",,TRANSIT,./1.png
-113.675688138963,43.8882290851832,"66",,TRANSIT,./1.png
-113.674333921974,43.8886035022866,"67",,TRANSIT,./1.png
-113.674198983626,43.8886765841033,"68",,TRANSIT,./1.png
-113.674096173608,43.8887592911846,"69",,TRANSIT,./1.png
-113.673925042919,43.8887857220596,"70",,TRANSIT,./1.png
-113.673730207126,43.8887509564859,"71",,TRANSIT,./1.png
-113.673634741134,43.8887666670647,"72",,TRANSIT,./1.png
-113.67367625256,43.8886910759547,"73",,TRANSIT,./1.png
-113.6735655229,43.8886618779221,"74",,TRANSIT,./1.png
-113.675903327836,43.8883356890994,"75",,TRANSIT,./1.png
-113.676015213598,43.8883662901761,"76",,TRANSIT,./1.png
-113.676034614595,43.8883635411097,"77",,TRANSIT,./1.png
-113.676079471149,43.8883855399239,"78",,TRANSIT,./1.png
-113.676171591862,43.8882713952835,"79",,TRANSIT,./1.png
-113.676388379247,43.8884052022058,"80",,TRANSIT,./1.png
-113.676402947028,43.8884358077167,"81",,TRANSIT,./1.png
-113.676391901237,43.8884708272032,"82",,TRANSIT,./1.png
-113.676268244934,43.8886089976203,"83",,TRANSIT,./1.png
-113.676045497237,43.8885733157109,"84",,TRANSIT,./1.png
-113.676172327503,43.8884934789935,"85",,TRANSIT,./1.png
-113.675947891251,43.8885548126149,"86",,TRANSIT,./1.png
-113.675923840621,43.8885569876703,"87",,TRANSIT,./1.png
-113.675882395919,43.8885492991816,"88",,TRANSIT,./1.png
-113.675900609427,43.8884795297159,"89",,TRANSIT,./1.png
-113.675895728726,43.8884500732362,"90",,TRANSIT,./1.png
-113.676327514704,43.8886902028435,"91",,TRANSIT,./1.png
-113.676618821127,43.8885236250144,"92",,TRANSIT,./1.png
-113.676569274621,43.8885801268445,"93",,TRANSIT,./1.png
-113.676430602204,43.8886989069208,"94",,TRANSIT,./1.png
-113.676456207525,43.8887676788971,"95",,TRANSIT,./1.png
-113.676383497702,43.8888056082693,"96",,TRANSIT,./1.png
-113.675977449293,43.8886810791536,"97",,TRANSIT,./1.png
-113.676017498445,43.8887316657814,"98",,TRANSIT,./1.png
-113.676100198245,43.8887820928672,"99",,TRANSIT,./1.png
-113.676452045772,43.8888918870053,"100",,TRANSIT,./1.png
-113.676273714559,43.8888877367515,"101",,TRANSIT,./1.png
-113.676232170873,43.8888982745042,"102",,TRANSIT,./1.png
-113.676165214269,43.8889477166829,"103",,TRANSIT,./1.png
-113.676115277409,43.8889329940655,"104",,TRANSIT,./1.png
-113.676087601938,43.8889601150228,"105",,TRANSIT,./1.png
-113.676067390363,43.88896931114,"106",,TRANSIT,./1.png
-113.676115974187,43.8890190807017,"107",,TRANSIT,./1.png
-113.676029878548,43.8888797552806,"108",,TRANSIT,./1.png
-113.675874641859,43.8889782984852,"109",,TRANSIT,./1.png
-113.67633609971,43.889109714633,"110",,TRANSIT,./1.png
-113.676528522921,43.8889459414428,"111",,TRANSIT,./1.png
-113.676277765444,43.8891420765237,"112",,TRANSIT,./1.png
-113.676597245805,43.8889999738873,"113",,TRANSIT,./1.png
-113.676298372909,43.8892029830044,"114",,TRANSIT,./1.png
-113.675997165187,43.8892640992542,"115",,TRANSIT,./1.png
-113.676393187934,43.8891642750619,"116",,TRANSIT,./1.png
-113.676443567413,43.8891689041923,"117",,TRANSIT,./1.png
-113.676584940669,43.8891244393584,"118",,TRANSIT,./1.png
-113.676750556238,43.889185755999,"119",,TRANSIT,./1.png
-113.676765213845,43.8891998177565,"120",,TRANSIT,./1.png
-113.676842426502,43.8891896610753,"121",,TRANSIT,./1.png
-113.676873609418,43.88915918498,"122",,TRANSIT,./1.png
-113.676918681843,43.8892131503622,"123",,TRANSIT,./1.png
-113.676941362137,43.8891776029039,"124",,TRANSIT,./1.png
-113.677001018198,43.8891875857245,"125",,TRANSIT,./1.png
-113.6770352619,43.8891646891985,"126",,TRANSIT,./1.png
-113.676999638385,43.8892276798905,"127",,TRANSIT,./1.png
-113.677114805365,43.8892972656,"128",,TRANSIT,./1.png
-113.677028965681,43.8893971280215,"129",,TRANSIT,./1.png
-113.677119903321,43.8893584085203,"130",,TRANSIT,./1.png
-113.67720941562,43.889296411219,"131",,TRANSIT,./1.png
-113.677210298561,43.8892765048832,"132",,TRANSIT,./1.png
-113.677228192817,43.8892656195838,"13",,TRANSIT,./1.png
-113.677199496737,43.8891945958085,"134",,TRANSIT,./1.png
-113.677174868811,43.8891600363033,"135",,TRANSIT,./1.png
-113.677262964981,43.8892166467194,"136",,TRANSIT,./1.png
-113.67725711301,43.8892951438887,"137",,TRANSIT,./1.png
-113.677297776909,43.8893039512975,"138",,TRANSIT,./1.png
-113.6769307809,43.8894136748874,"139",,TRANSIT,./1.png
-113.676968162741,43.8894558414547,"140",,TRANSIT,./1.png
-113.676856757662,43.889407577095,"141",,TRANSIT,./1.png
-113.67676433408,43.8894342347241,"142",,TRANSIT,./1.png
-113.676732670748,43.8894818141978,"143",,TRANSIT,./1.png
-113.677048721987,43.8895439764099,"144",,TRANSIT,./1.png
-113.67732784665,43.8891205104335,"145",,TRANSIT,./1.png
-113.676744885657,43.8895891040552,"146",,TRANSIT,./1.png
-113.677227580641,43.8894867180213,"147",,TRANSIT,./1.png
-113.67726253402,43.889763297076,"148",,TRANSIT,./1.png
-113.677214704534,43.8897889593596,"149",,TRANSIT,./1.png
-113.677110338275,43.8898730667718,"150",,TRANSIT,./1.png
-113.677484218027,43.890104896569,"151",,TRANSIT,./1.png
-113.677549427314,43.8900919014793,"152",,TRANSIT,./1.png
-113.677544355619,43.8901695596346,"153",,TRANSIT,./1.png
-113.677661196916,43.8902167170258,"154",,TRANSIT,./1.png
-113.675831993401,43.8891925479603,"155",,TRANSIT,./1.png
-113.675760798665,43.8891654270263,"156",,TRANSIT,./1.png
-113.675561163659,43.889085785992,"157",,TRANSIT,./1.png
-113.675482272605,43.8890479876061,"158",,TRANSIT,./1.png
-113.675447997932,43.8890764917003,"159",,TRANSIT,./1.png
-113.675512791802,43.8889970403543,"160",,TRANSIT,./1.png
-113.675603065441,43.8889378505297,"161",,TRANSIT,./1.png
-113.675800218753,43.8887600716829,"162",,TRANSIT,./1.png
-113.675806489157,43.888747751602,"163",,TRANSIT,./1.png
-113.675424773092,43.8883552213189,"164",,TRANSIT,./1.png
-113.674670916108,43.8881015863051,"165",,TRANSIT,./1.png
-113.674733590462,43.8864958754336,"166",BULLION CROSSCUT,MAP TEXT,./2.png
-113.674207455373,43.8874943052494,"167",FACE 1000 LEVEL,MAP TEXT,./2.png
-113.675153757911,43.8877291750692,"168","59",MAP TEXT,./2.png
-113.675229130998,43.8878432341587,"169","72",MAP TEXT,./2.png
-113.675038736092,43.8877765171318,"170",SULPHIDE,MAP TEXT,./2.png
-113.674297413029,43.8875641023621,"171","80",MAP TEXT,./2.png
-113.674962535648,43.8878147160877,"172","907",TRANSIT,./1.png
-113.674872809379,43.8881299177545,"173",MASSIVE CHALCOPYRITE,MAP TEXT,./2.png
-113.674946523914,43.8881211544316,"174",LIME GARNET,MAP TEXT,./2.png
-113.675022392886,43.8880013563682,"175","57",MAP TEXT,./2.png
-113.674881976506,43.888012734079,"176",UP 90',MAP TEXT,./2.png
-113.675056007545,43.8879515396551,"177",,TRANSIT,./1.png
-113.675533203254,43.8883247138702,"178",QUARTZ PORPHRY,MAP TEXT,./2.png
-113.675804836224,43.8881754674307,"179",#81 PETE BASSICH?,MAP TEXT,./2.png
-113.675933402021,43.8885979133128,"180",GREATLY BROKEN GARNET,MAP TEXT,./2.png
-113.675812400589,43.8888897532883,"181",1000 LEVEL,MAP TEXT,./2.png
-113.676102724008,43.8886903664817,"182",CHALCOPYRITE,MAP TEXT,./2.png
-113.676074656368,43.8887183275438,"183",90 DEGREES,MAP TEXT,./2.png
-113.676186998321,43.8888795989727,"184",QUARTZ PORPHRY,MAP TEXT,./2.png
-113.67624555203,43.8889498663693,"185",,TRANSIT,./1.png
-113.676268727151,43.8889661955667,"186",,TRANSIT,./1.png
-113.676221139809,43.8890187771059,"187","902",MAP TEXT,./2.png
-113.676397820175,43.8891847170628,"188",SULFIDE WINZE,MAP TEXT,./2.png
-113.676752027699,43.889217124882,"189",,WINZE,./3.png
-113.676253861162,43.889133836282,"190",,WINZE,./3.png
-113.677833474969,43.8902823564121,,,TRANSIT,./1.png
-113.677446894899,43.8903558540614,,BULLION 900+1000 lEVEL,MAP TEXT,./2.png
-113.677419202352,43.8903142758168,,850A+9TH LEVEL TRANSFER,MAP TEXT,./2.png
-113.674535918434,43.8889063146724,,900 STOPE,MAP TEXT,./2.png
-113.677032014025,43.8893519505056,,"1",MAP TEXT,./2.png
-113.676901552325,43.8890992163239,,"2",MAP TEXT,./2.png
-113.675928795461,43.8888755022659,,"3",MAP TEXT,./2.png
-113.67615937035,43.8886832364422,,"4",MAP TEXT,./2.png
-113.675805540454,43.8884388408544,,"5",MAP TEXT,./2.png
-113.675684403245,43.8881838884437,,"6",MAP TEXT,./2.png
-113.675702701371,43.8890991858103,,"10",MAP TEXT,./2.png
-113.675962951845,43.8891548835477,,"13",MAP TEXT,./2.png
-113.675131132705,43.8873977408132,,"15",MAP TEXT,./2.png
-113.674922818429,43.8872042290734,,"16",MAP TEXT,./2.png
-113.674661597269,43.8870436542842,,850A,MAP TEXT,./2.png
-113.674854142545,43.8872847906909,,850A,MAP TEXT,./2.png
-113.674690460938,43.8872684526289,,,Shaft,./0.png
